,precision,recall,f1-score,support
SAPARBEG SAFAROV,0.0,0.0,0.0,0.0
SARA MCMANN,0.0,0.0,0.0,1.0
SARAH KAUFMAN,0.0,0.0,0.0,0.0
SARAH MORAS,0.0,0.0,0.0,1.0
SASHA PALATNIKOV,0.0,0.0,0.0,0.0
SCOTT ADAMS,0.0,0.0,0.0,0.0
SCOTT ASKHAM,0.0,0.0,0.0,1.0
SCOTT BESSAC,0.0,0.0,0.0,0.0
SCOTT FERROZZO,0.0,0.0,0.0,0.0
SCOTT HOLTZMAN,0.0,0.0,0.0,3.0
SCOTT JORGENSEN,0.0,0.0,0.0,0.0
SCOTT MORRIS,0.0,0.0,0.0,0.0
SCOTT SMITH,0.0,0.0,0.0,1.0
SEAN BRADY,0.0,0.0,0.0,0.0
SEAN MCCORKLE,0.0,0.0,0.0,0.0
SEAN O'CONNELL,0.0,0.0,0.0,0.0
SEAN O'MALLEY,0.0,0.0,0.0,4.0
SEAN PIERSON,0.0,0.0,0.0,1.0
SEAN SHERK,0.0,0.0,0.0,2.0
SEAN SPENCER,0.0,0.0,0.0,1.0
SEAN STRICKLAND,0.0,0.0,0.0,7.0
SEAN WOODSON,0.0,0.0,0.0,1.0
SEDRIQUES DUMAS,0.0,0.0,0.0,0.0
SEMMY SCHILT,0.0,0.0,0.0,0.0
SEO HEE HAM,0.0,0.0,0.0,0.0
SEOKHYEON KO,0.0,0.0,0.0,0.0
SERGEI PAVLOVICH,0.0,0.0,0.0,1.0
SERGEY KHANDOZHKO,0.0,0.0,0.0,0.0
SERGEY MOROZOV,0.0,0.0,0.0,1.0
SERGHEI SPIVAC,0.0,0.0,0.0,3.0
SERGIO MORAES,0.0,0.0,0.0,1.0
SERGIO PETTIS,0.0,0.0,0.0,4.0
SERHIY SIDEY,0.0,0.0,0.0,0.0
SETH BACZYNSKI,0.0,0.0,0.0,0.0
SEUNGWOO CHOI,0.0,0.0,0.0,1.0
SHAMAR BAILEY,0.0,0.0,0.0,0.0
SHAMIL ABDURAKHIMOV,0.0,0.0,0.0,0.0
SHAMIL GAMZATOV,0.0,0.0,0.0,0.0
SHAMIL GAZIEV,0.0,0.0,0.0,0.0
SHANA DOBSON,0.0,0.0,0.0,1.0
SHANE BURGOS,0.0,0.0,0.0,1.0
SHANE CAMPBELL,0.0,0.0,0.0,0.0
SHANE CARWIN,0.0,0.0,0.0,0.0
SHANE NELSON,0.0,0.0,0.0,0.0
SHANE ROLLER,0.0,0.0,0.0,1.0
SHANE YOUNG,0.0,0.0,0.0,0.0
SHANNA YOUNG,0.0,0.0,0.0,0.0
SHANNON GUGERTY,0.0,0.0,0.0,0.0
SHARA MAGOMEDOV,0.0,0.0,0.0,2.0
SHAUNA BANNON,0.0,0.0,0.0,0.0
SHAVKAT RAKHMONOV,0.0,0.0,0.0,3.0
SHAWN JORDAN,0.0,0.0,0.0,1.0
SHAYILAN NUERDANBIEKE,0.0,0.0,0.0,0.0
SHELDON WESTCOTT,0.0,0.0,0.0,1.0
SHEYMON MORAES,0.0,0.0,0.0,0.0
SHI MING,0.0,0.0,0.0,0.0
SHINSHO ANZAI,0.0,0.0,0.0,0.0
SHONIE CARTER,0.0,0.0,0.0,0.0
SIJARA EUBANKS,0.0,0.0,0.0,0.0
SILVANA GOMEZ JUAREZ,0.0,0.0,0.0,0.0
SIMEON THORESEN,0.0,0.0,0.0,0.0
SIONE LATU,0.0,0.0,0.0,1.0
SIRWAN KAKAI,0.0,0.0,0.0,0.0
SIYAR BAHADURZADA,0.0,0.0,0.0,1.0
SOA PALELEI,0.0,0.0,0.0,0.0
SODIQ YUSUFF,0.0,0.0,0.0,1.0
SONG KENAN,0.0,0.0,0.0,2.0
SONG YADONG,0.0,0.0,0.0,2.0
SPENCER FISHER,0.0,0.0,0.0,1.0
SPIKE CARLYLE,0.0,0.0,0.0,0.0
STANISLAV NEDKOV,0.0,0.0,0.0,1.0
STEFAN STRUVE,0.0,0.0,0.0,3.0
STEPHAN BONNAR,0.0,0.0,0.0,2.0
STEPHANIE EGGER,0.0,0.0,0.0,2.0
STEPHANIE LUCIANO,0.0,0.0,0.0,0.0
STEPHEN THOMPSON,0.0,0.0,0.0,4.0
STEVE BOSSE,0.0,0.0,0.0,1.0
STEVE BRUNO,0.0,0.0,0.0,0.0
STEVE CANTWELL,0.0,0.0,0.0,0.0
STEVE ERCEG,0.0,0.0,0.0,2.0
STEVE GARCIA,0.0,0.0,0.0,2.0
STEVE JENNUM,0.0,0.0,0.0,0.0
STEVE NELMARK,0.0,0.0,0.0,0.0
STEVEN GRAHAM,0.0,0.0,0.0,0.0
STEVEN NGUYEN,0.0,0.0,0.0,1.0
STEVEN PETERSON,0.0,0.0,0.0,0.0
STEVEN SILER,0.0,0.0,0.0,0.0
STEVIE RAY,0.0,0.0,0.0,2.0
STIPE MIOCIC,0.0,0.0,0.0,1.0
SULTAN ALIEV,0.0,0.0,0.0,0.0
SUMUDAERJI,0.0,0.0,0.0,1.0
SUYOUNG YOU,0.0,0.0,0.0,0.0
SYURI KONDO,0.0,0.0,0.0,0.0
TABATHA RICCI,0.0,0.0,0.0,2.0
TAE HYUN BANG,0.0,0.0,0.0,1.0
TAFON NCHUKWI,0.0,0.0,0.0,0.0
TAGIR ULANBEKOV,0.0,0.0,0.0,2.0
TAI TUIVASA,0.0,0.0,0.0,2.0
TAILA SANTOS,0.0,0.0,0.0,0.0
TAINARA LISBOA,0.0,0.0,0.0,0.0
TAIYILAKE NUERAJI,0.0,0.0,0.0,0.0
TAKANORI GOMI,0.0,0.0,0.0,0.0
TAKASHI SATO,0.0,0.0,0.0,1.0
TAKEYA MIZUGAKI,0.0,0.0,0.0,5.0
TALITA ALENCAR,0.0,0.0,0.0,1.0
TALITA BERNARDO,0.0,0.0,0.0,1.0
TALLISON TEIXEIRA,0.0,0.0,0.0,0.0
TAMDAN MCCRORY,0.0,0.0,0.0,0.0
TAMIRES VIDAL,0.0,0.0,0.0,0.0
TANNER BOSER,0.0,0.0,0.0,0.0
TAREC SAFFIEDINE,0.0,0.0,0.0,0.0
TATIANA SUAREZ,0.0,0.0,0.0,2.0
TATSURO TAIRA,0.0,0.0,0.0,0.0
TATSUYA KAWAJIRI,0.0,0.0,0.0,0.0
TAYLOR LAPILUS,0.0,0.0,0.0,1.0
TECIA PENNINGTON,0.0,0.0,0.0,1.0
TEDD WILLIAMS,0.0,0.0,0.0,1.0
TEEMU PACKALEN,0.0,0.0,0.0,0.0
TEREZA BLEDA,0.0,0.0,0.0,0.0
TERRANCE MCKINNEY,0.0,0.0,0.0,3.0
TERRY ETIM,0.0,0.0,0.0,1.0
TERRY MARTIN,0.0,0.0,0.0,0.0
TERUTO ISHIHARA,0.0,0.0,0.0,1.0
THALES LEITES,0.0,0.0,0.0,2.0
THEMBA GORIMBO,0.0,0.0,0.0,0.0
THIAGO ALVES,0.0,0.0,0.0,2.0
THIAGO MOISES,0.0,0.0,0.0,3.0
THIAGO PERPETUO,0.0,0.0,0.0,0.0
THIAGO SANTOS,0.0,0.0,0.0,3.0
THIAGO SILVA,0.0,0.0,0.0,1.0
THIAGO TAVARES,0.0,0.0,0.0,2.0
THIBAULT GOUTI,0.0,0.0,0.0,0.0
THOMAS ALMEIDA,0.0,0.0,0.0,0.0
THOMAS PETERSEN,0.0,0.0,0.0,1.0
TIAGO DOS SANTOS E SILVA,0.0,0.0,0.0,2.0
TIM BOETSCH,0.0,0.0,0.0,1.0
TIM CREDEUR,0.0,0.0,0.0,0.0
TIM ELLIOTT,0.0,0.0,0.0,1.0
TIM HAGUE,0.0,0.0,0.0,1.0
TIM KENNEDY,0.0,0.0,0.0,1.0
TIM MEANS,0.0,0.0,0.0,2.0
TIM SYLVIA,0.0,0.0,0.0,2.0
TIMMY CUAMBA,0.0,0.0,0.0,1.0
TIMOTHY JOHNSON,0.0,0.0,0.0,0.0
TIMUR VALIEV,0.0,0.0,0.0,1.0
TITO ORTIZ,0.0,0.0,0.0,2.0
TJ BROWN,0.0,0.0,0.0,1.0
TJ DILLASHAW,0.0,0.0,0.0,3.0
TJ GRANT,0.0,0.0,0.0,1.0
TJ WALDBURGER,0.0,0.0,0.0,0.0
TODD DUFFEE,0.0,0.0,0.0,1.0
TODD MEDINA,0.0,0.0,0.0,0.0
TOM ASPINALL,0.0,0.0,0.0,2.0
TOM BREESE,0.0,0.0,0.0,0.0
TOM DUQUESNOY,0.0,0.0,0.0,1.0
TOM LAWLOR,0.0,0.0,0.0,1.0
TOM MURPHY,0.0,0.0,0.0,0.0
TOM NIINIMAKI,0.0,0.0,0.0,0.0
TOM NOLAN,0.0,0.0,0.0,0.0
TOM WATSON,0.0,0.0,0.0,0.0
TOMASZ DRWAL,0.0,0.0,0.0,1.0
TONY DESOUZA,0.0,0.0,0.0,1.0
TONY FERGUSON,0.0,0.0,0.0,5.0
TONY FRYKLUND,0.0,0.0,0.0,1.0
TONY GRAVELY,0.0,0.0,0.0,1.0
TONY KELLEY,0.0,0.0,0.0,1.0
TONY SIMS,0.0,0.0,0.0,0.0
TOR TROENG,0.0,0.0,0.0,0.0
TORREZ FINNEY,0.0,0.0,0.0,0.0
TOSHIOMI KAZAMA,0.0,0.0,0.0,1.0
TRA TELLIGMAN,0.0,0.0,0.0,0.0
TRACY CORTEZ,0.0,0.0,0.0,3.0
TRAVIS BROWNE,0.0,0.0,0.0,0.0
TRAVIS FULTON,0.0,0.0,0.0,1.0
TRAVIS LUTTER,0.0,0.0,0.0,0.0
TRESEAN GORE,0.0,0.0,0.0,1.0
TREVIN GILES,0.0,0.0,0.0,2.0
TREVIN JONES,0.0,0.0,0.0,0.0
TREVOR PEEK,0.0,0.0,0.0,0.0
TREVOR PRANGLEY,0.0,0.0,0.0,0.0
TREVOR SMITH,0.0,0.0,0.0,0.0
TREY OGDEN,0.0,0.0,0.0,0.0
TREY WATERS,0.0,0.0,0.0,1.0
TRISTAN CONNELLY,0.0,0.0,0.0,0.0
TROY MANDALONIZ,0.0,0.0,0.0,0.0
TSUYOSHI KOHSAKA,0.0,0.0,0.0,1.0
TUCKER LUTZ,0.0,0.0,0.0,0.0
TUCO TOKKOS,0.0,0.0,0.0,1.0
TULIO PALHARES,0.0,0.0,0.0,0.0
TYRON WOODLEY,0.0,0.0,0.0,1.0
TYRONE ROBERTS,0.0,0.0,0.0,0.0
TYSON GRIFFIN,0.0,0.0,0.0,2.0
TYSON NAM,0.0,0.0,0.0,0.0
TYSON PEDRO,0.0,0.0,0.0,2.0
UMAR NURMAGOMEDOV,0.0,0.0,0.0,1.0
URAN SATYBALDIEV,0.0,0.0,0.0,0.0
URIAH HALL,0.0,0.0,0.0,2.0
URIJAH FABER,0.0,0.0,0.0,3.0
UROS MEDIC,0.0,0.0,0.0,1.0
VAGNER ROCHA,0.0,0.0,0.0,1.0
VALENTINA SHEVCHENKO,0.0,0.0,0.0,2.0
VALERIE LETOURNEAU,0.0,0.0,0.0,1.0
VALMIR LAZARO,0.0,0.0,0.0,1.0
VALTER WALKER,0.0,0.0,0.0,1.0
VANESSA DEMOPOULOS,0.0,0.0,0.0,1.0
VANESSA MELO,0.0,0.0,0.0,0.0
VAUGHAN LEE,0.0,0.0,0.0,2.0
VERONICA HARDY,0.0,0.0,0.0,2.0
VIACHESLAV BORSHCHEV,0.0,0.0,0.0,0.0
VICENTE LUQUE,0.0,0.0,0.0,3.0
VICTOR ALTAMIRANO,0.0,0.0,0.0,0.0
VICTOR HENRY,0.0,0.0,0.0,0.0
VICTOR HUGO,0.0,0.0,0.0,0.0
VICTORIA LEONARDO,0.0,0.0,0.0,0.0
VIK GRUJIC,0.0,0.0,0.0,0.0
VIKTOR PESTA,0.0,0.0,0.0,1.0
VIKTORIIA DUDAKOVA,0.0,0.0,0.0,0.0
VINC PICHEL,0.0,0.0,0.0,2.0
VINCE MORALES,0.0,0.0,0.0,2.0
VINICIUS OLIVEIRA,0.0,0.0,0.0,1.0
VINNY MAGALHAES,0.0,0.0,0.0,0.0
VIRNA JANDIROBA,0.0,0.0,0.0,1.0
VISCARDI ANDRADE,0.0,0.0,0.0,1.0
VITOR BELFORT,0.0,0.0,0.0,3.0
VITOR MIRANDA,0.0,0.0,0.0,0.0
VITOR PETRINO,0.0,0.0,0.0,3.0
VIVIANE ARAUJO,0.0,0.0,0.0,2.0
VIVIANE PEREIRA,0.0,0.0,0.0,2.0
VLADIMIR MATYUSHENKO,0.0,0.0,0.0,1.0
VOLKAN OEZDEMIR,0.0,0.0,0.0,1.0
WALDO CORTES-ACOSTA,0.0,0.0,0.0,2.0
WALEL WATSON,0.0,0.0,0.0,0.0
WALT HARRIS,0.0,0.0,0.0,1.0
WANDERLEI SILVA,0.0,0.0,0.0,2.0
WANG CONG,0.0,0.0,0.0,0.0
WANG GUAN,0.0,0.0,0.0,0.0
WAR MACHINE,0.0,0.0,0.0,0.0
WARLLEY ALVES,0.0,0.0,0.0,2.0
WAYLON LOWE,0.0,0.0,0.0,0.0
WELLINGTON TURMAN,0.0,0.0,0.0,0.0
WESLEY CORREIRA,0.0,0.0,0.0,0.0
WESTIN WILSON,0.0,0.0,0.0,0.0
WILL BROOKS,0.0,0.0,0.0,0.0
WILLIAM GOMIS,0.0,0.0,0.0,1.0
WILLIAM KNIGHT,0.0,0.0,0.0,1.0
WILLIAM MACARIO,0.0,0.0,0.0,1.0
WILLIE GATES,0.0,0.0,0.0,0.0
WILSON GOUVEIA,0.0,0.0,0.0,0.0
WILSON REIS,0.0,0.0,0.0,1.0
WU YANAN,0.0,0.0,0.0,0.0
XIAO LONG,0.0,0.0,0.0,1.0
YADIER DEL VALLE,0.0,0.0,0.0,0.0
YAIR RODRIGUEZ,0.0,0.0,0.0,3.0
YAN CABRAL,0.0,0.0,0.0,0.0
YAN XIAONAN,0.0,0.0,0.0,1.0
YANA SANTOS,0.0,0.0,0.0,2.0
YANAL ASHMOUZ,0.0,0.0,0.0,1.0
YANCY MEDEIROS,0.0,0.0,0.0,2.0
YAO ZHIKUI,0.0,0.0,0.0,0.0
YAOTZIN MEZA,0.0,0.0,0.0,0.0
YAZMIN JAUREGUI,0.0,0.0,0.0,0.0
YIZHA,0.0,0.0,0.0,0.0
YOEL ROMERO,0.0,0.0,0.0,0.0
YOHAN LAINESSE,0.0,0.0,0.0,0.0
YORGAN DE CASTRO,0.0,0.0,0.0,1.0
YOSDENIS CEDENO,0.0,0.0,0.0,1.0
YOSHIHIRO AKIYAMA,0.0,0.0,0.0,0.0
YOSHIKI TAKAHASHI,0.0,0.0,0.0,0.0
YOSHIYUKI YOSHIDA,0.0,0.0,0.0,1.0
YOUSSEF ZALAL,0.0,0.0,0.0,2.0
YUI CHUL NAM,0.0,0.0,0.0,0.0
YUKI KONDO,0.0,0.0,0.0,0.0
YUSHIN OKAMI,0.0,0.0,0.0,3.0
YUTA SASAKI,0.0,0.0,0.0,1.0
YVES EDWARDS,0.0,0.0,0.0,3.0
YVES JABOUIN,0.0,0.0,0.0,0.0
ZABIT MAGOMEDSHARIPOV,0.0,0.0,0.0,1.0
ZAC PAUGA,0.0,0.0,0.0,0.0
ZACH MAKOVSKY,0.0,0.0,0.0,2.0
ZACHARY REESE,0.0,0.0,0.0,2.0
ZAK CUMMINGS,0.0,0.0,0.0,1.0
ZAK OTTOW,0.0,0.0,0.0,0.0
ZARRUKH ADASHEV,0.0,0.0,0.0,0.0
ZHALGAS ZHUMAGULOV,0.0,0.0,0.0,0.0
ZHANG LIPENG,0.0,0.0,0.0,0.0
ZHANG MINGYANG,0.0,0.0,0.0,2.0
ZHANG TIEQUAN,0.0,0.0,0.0,0.0
ZHANG WEILI,0.0,0.0,0.0,1.0
ZUBAIRA TUKHUGOV,0.0,0.0,0.0,0.0
accuracy,0.00963275135460566,0.00963275135460566,0.00963275135460566,0.00963275135460566
macro avg,0.0037210488725640243,0.0038517405459554217,0.0034331024283177393,1661.0
weighted avg,0.011493522420674739,0.00963275135460566,0.009557262380545755,1661.0
